FIRSTNAME | LASTNAME | TITLE | YEAR | TYPE | POSITION | GENDER
Tommy | Aldridge | Trilogy  | 1988 | V |  | M
Troy | Aldridge | MXP: Most Xtreme Primate  | 2003 | V | 10 | M
William (I) | Aldridge | Mot härliga tider  | 1983 | M | 19 | M
Leo C. | Aldridge-Milas | White Witch Doctor  | 1953 | M | 17 | M
Buzz | Aldrin | A&E Biography: Men in Space - From Goddard to Armstrong  | 2000 | TV |  | M
Buzz | Aldrin | Apollo 11  | 1996 | TV | 32 | M
Buzz | Aldrin | Ayn Rand: A Sense of Life  | 1997 | archiv |  | M
Buzz | Aldrin | Boy in the Plastic Bubble, The  | 1976 | TV | 7 | M
Buzz | Aldrin | Destination: Mars  | 1996 | TV |  | M
Buzz | Aldrin | Dish, The  | 2000 | archiv |  | M
Buzz | Aldrin | Feuer, Eis & Dynamit  | 1990 | M |  | M
Buzz | Aldrin | For All Mankind  | 1989 | archiv |  | M
Buzz | Aldrin | Korean War Stories  | 2001 | TV |  | M
Buzz | Aldrin | Moonshot - the Spirit of 69  | 1999 | TV |  | M
Buzz | Aldrin | Opération lune  | 2002 | TV |  | M
Buzz | Aldrin | Star Trek 25th Anniversary Special  | 1991 | TV | 8 | M
Buzz | Aldrin | Star Trek: 30 Years and Beyond  | 1996 | TV |  | M
Buzz | Aldrin | Trekkies  | 1997 | M | 32 | M
Buzz | Aldrin | Tribute: Mercury, Gemini, Apollo & Skylab, The  | 1993 | V |  | M
Buzz | Aldrin | Truth Behind the Moon Landings, The  | 2003 | TV |  | M
Buzz | Aldrin | "Planets, The"  | 1999 | mini |  | M
Daniele | Aldrovandi | A cena col vampiro  | 1988 | TV | 6 | M
Mário | Aldrá | São Paulo, Sociedade Anônima  | 1965 | M |  | M
 | Alduccio | ¡Ja me maaten...!  | 2000 | M | 33 | M
Robert A. | Alduenda III | Boundaries  | 2000 | M | 11 | M
Noe R. | Alduenda | Boundaries  | 2000 | M | 19 | M
Gabriel | Aldunate | Johnny cien pesos  | 1993 | M | 29 | M
Gabriel | Aldunate | "Rompecorazon"  | 1994 | M | 38 | M
George | Aldwin | Above Suspicion  | 1943 | M |  | M
George | Aldwin | Assignment in Brittany  | 1943 | M |  | M
George | Aldwin | Reunion in France  | 1942 | M |  | M
George | Aldwin | Yank at Eton, A  | 1942 | M |  | M
Thomas | Aldwinckle | Woof Returns! A Kid's Best Friend  | 1991 | TV |  | M
Thomas | Aldwinckle | Woof!  | 1989 | V | 3 | M
Thomas | Aldwinckle | "Out of Sight"  | 1997 | M |  | M
Peter | Aldwyn | Cymbeline  | 1982 | TV | 22 | M
Peter | Aldwyn | Floating Off  | 1983 | TV |  | M
Peter | Aldwyn | Tangiers  | 1982 | M | 21 | M
Eduardo | Aldán | "Desesperado club social"  | 1999 | M | 6 | M
Eduardo | Aldán | "Un, dos, tres... responda otra vez"  | 1972 | M | 44 | M
Luis | Aldás | 7 leguas, El  | 1955 | M | 7 | M
Luis | Aldás | A sablazo limpio  | 1958 | M |  | M
Luis | Aldás | Adiós juventud  | 1943 | M |  | M
Luis | Aldás | Adúltera, La  | 1956 | M |  | M
Luis | Aldás | Amantes, Los  | 1951 | M | 3 | M
Luis | Aldás | Aventura en Río  | 1953 | M |  | M
Luis | Aldás | Boxeador, El  | 1958 | M | 25 | M
Luis | Aldás | Boína blanca  | 1941 | M |  | M
Luis | Aldás | Casa de los cuervos, La  | 1941 | M |  | M
Luis | Aldás | Cobarde, El  | 1939 | M |  | M
Luis | Aldás | Condenados a muerte  | 1963 | M |  | M
Luis | Aldás | Cásate y verás  | 1946 | M |  | M
Luis | Aldás | Devoradora, La  | 1946 | M | 2 | M
Luis | Aldás | Diario de una mujer  | 1944 | M | 2 | M
Luis | Aldás | Dos fantasmas y una muchacha  | 1959 | M |  | M
Luis | Aldás | El que murió de amor  | 1945 | M | 2 | M
Luis | Aldás | Ella  | 1946 | M |  | M
Luis | Aldás | En el viejo Buenos Aires  | 1942 | M |  | M
Luis | Aldás | Enmascarado de plata, El  | 1954 | M | 3 | M
Luis | Aldás | Escuela de música  | 1955 | M | 3 | M
Luis | Aldás | Escuela para casadas  | 1949 | M |  | M
Luis | Aldás | Estrella vacía, La  | 1960 | M | 12 | M
Luis | Aldás | Extraña cita  | 1947 | M | 2 | M
Luis | Aldás | Fantasma de la opereta, El  | 1960 | M | 3 | M
Luis | Aldás | Herencia macabra  | 1940 | M | 4 | M
Luis | Aldás | Infame, La  | 1953 | M |  | M
Luis | Aldás | Luz en mi camino, Una  | 1939 | M |  | M
Luis | Aldás | Mar sangriento  | 1965 | M |  | M
Luis | Aldás | Mi mujer no es mía  | 1951 | M | 2 | M
Luis | Aldás | Mis padres se divorcian  | 1959 | M | 7 | M
Luis | Aldás | Mujer que engañamos, La  | 1945 | M |  | M
Luis | Aldás | Mujeres encantadoras  | 1958 | M |  | M
Luis | Aldás | México de mis recuerdos  | 1944 | M |  | M
Luis | Aldás | No niego mi pasado  | 1952 | M |  | M
Luis | Aldás | Noche de los mayas, La  | 1939 | M |  | M
Luis | Aldás | Noche violenta, La  | 1969 | M | 3 | M
Luis | Aldás | Pecado de quererte, El  | 1950 | M | 2 | M
Luis | Aldás | Pícara Susana, La  | 1945 | M |  | M
Luis | Aldás | Póker de ases  | 1952 | M |  | M
Luis | Aldás | Reina de la opereta, La  | 1946 | M |  | M
Luis | Aldás | Reportaje  | 1953 | M | 34 | M
Luis | Aldás | Sendas del destino  | 1945 | M |  | M
Luis | Aldás | Señoritas  | 1959 | M |  | M
Luis | Aldás | Tandas del principal, Las  | 1949 | M |  | M
Luis | Aldás | Tierra baja  | 1951 | M | 3 | M
Luis | Aldás | Tres hombres del río  | 1943 | M |  | M
Luis | Aldás | Tres mosqueteros y medio, Los  | 1957 | M |  | M
Luis | Aldás | Vez en la vida, Una  | 1941 | M |  | M
Luis | Aldás | Virgen gaucha, La  | 1987 | M |  | M
Luis | Aldás | Viuda celosa, La  | 1946 | M |  | M
Luis | Aldás | Zorina  | 1949 | M |  | M
 | Ale | Grande prugna, La  | 1999 | M |  | M
 | Ale | Tutti gli uomini del deficiente  | 1999 | M | 40 | M
Guy | Ale | Collision  | 1998 | M | 9 | M
Guy | Ale | Farmhouse, The  | 1998 | M |  | M
Guy | Ale | Hell's Kitchen  | 1998 | M |  | M
Guy | Ale | Hurricane, The  | 1999 | M |  | M
Guy | Ale | Rollerball  | 2002 | M | 61 | M
Guy | Ale | Silent Prey  | 1997 | M | 6 | M
Guy | Ale | Strike Zone  | 1999 | M |  | M
Emelise | Aleandri | Crooklyn  | 1994 | M | 25 | M
Emelise | Aleandri | Of Penguins and Peacocks  | 2000 | TV | 2 | M
Emelise | Aleandri | Summer of Sam  | 1999 | M | 48 | M
Emelise | Aleandri | West New York  | 1996 | M |  | M
Pedro | Aleandro | Albéniz  | 1947 | M | 4 | M
Pedro | Aleandro | De los ojos color del tiempo, La  | 1952 | M | 8 | M
Pedro | Aleandro | Encadenado  | 1940 | M |  | M
Pedro | Aleandro | Hermoso Brummel, El  | 1951 | M | 12 | M
Pedro | Aleandro | Juan Manuel de Rosas  | 1972 | M |  | M
Pedro | Aleandro | Muerte en las calles, La  | 1952 | M |  | M
Pedro | Aleandro | Nativa  | 1939 | M |  | M
Pedro | Aleandro | Octavo infierno, El  | 1964 | M | 10 | M
Pedro | Aleandro | Patagonia rebelde, La  | 1974 | M |  | M
Pedro | Aleandro | Ruteras, Las  | 1968 | M |  | M
Pedro | Aleandro | Tercer Mundo  | 1973 | M |  | M
Pedro | Aleandro | "Luz en la ciudad, Una"  | 1971 | M |  | M
Pedro | Aleandro | "Yo compro ésta mujer"  | 1968 | M |  | M
Pasquale | Aleardi | Baal  | 2004 | TV | 2 | M
Pasquale | Aleardi | Bullenbraut - Ihr erster Fall, Die  | 2004 | TV | 3 | M
Pasquale | Aleardi | Für immer verloren  | 2003 | TV | 7 | M
Pasquale | Aleardi | Ich beiß zurück  | 2000 | TV | 2 | M
Pasquale | Aleardi | Jagd auf den Flammenmann  | 2003 | TV | 6 | M
Pasquale | Aleardi | Nachts im Park  | 2002 | M | 2 | M
Pasquale | Aleardi | Natalie 5 - Babystrich Ostblock  | 2003 | TV | 8 | M
Pasquale | Aleardi | Resident Evil  | 2002 | M | 17 | M
Pasquale | Aleardi | Salsaprinzessin, Die  | 2001 | TV | 2 | M
Pasquale | Aleardi | Schöne Männer hat man nie für sich allein  | 2004 | TV | 2 | M
Pasquale | Aleardi | Singlefalle - Liebesspiele bis in den Tod, Die  | 1999 | TV | 8 | M
Pasquale | Aleardi | SK Kölsch  | 1999 | TV | 4 | M
Pasquale | Aleardi | Sprechende Grab, Das  | 1994 | M | 7 | M
Pasquale | Aleardi | Tschäss  | 1994 | M | 1 | M
Pasquale | Aleardi | Vorspiel mit Nachspiel  | 2001 | TV | 3 | M
Pasquale | Aleardi | Weihnachtsmann gesucht  | 2002 | TV | 4 | M
Pasquale | Aleardi | Wie krieg ich meine Mutter groß?  | 2004 | TV | 3 | M
Pasquale | Aleardi | Zugriff  | 1997 | TV | 8 | M
Pasquale | Aleardi | Zweite Hand, Die  | 1997 | M | 4 | M
Pasquale | Aleardi | "SK Kölsch"  | 1999 | M | 3 | M
 | Alec | Rock Estrela  | 1986 | M |  | M
Master | Alec | Mother India  | 1957 | M | 19 | M
Bruno | Alecci | Biblioteca di Studio Uno: Il conte di Montecristo  | 1964 | TV | 20 | M
Jim (I) | Aleck | Double Dragon  | 1994 | M | 36 | M
Jimmy | Aleck | Don't Quit Your Day Job  | 1996 | VG | 21 | M
Jimmy | Aleck | Face the Edge  | 1990 | M | 4 | M
Jimmy | Aleck | "Keep On Cruisin'"  | 1987 | M |  | M
Iván | Aledo | Al acecho  | 1987/I | M |  | M
Iván | Aledo | Corazón del guerrero, El  | 2000 | M |  | M
Iván | Aledo | Intacto  | 2001 | M | 16 | M
Iván | Aledo | Robo más grande jamás contado, El  | 2002 | M | 24 | M
Taharqa | Aleem | Twin Sitters  | 1994 | M | 33 | M
Tunde-Ra | Aleem | Twin Sitters  | 1994 | M | 34 | M
Ivan | Alefyev | "Serebryanaya svadba"  | 2001 | a | 25 | M
Dipak | Alegaokar | Disha  | 1990 | M | 11 | M
Emil | Alegata | Around the World in Eighty Days  | 1956 | M |  | M
Emil | Alegata | Marlowe  | 1969 | M |  | M
Emilio | Alegeta | Adventures of Smilin' Jack  | 1943 | M |  | M
Daniel | Alegi | Nella mischia  | 1994 | M |  | M
Matthew | Alegi | Sorry State of Living  | 1999 | M | 10 | M
Nelson | Alegi | Mime, Le  | 2002 | M | 3 | M
Frank | Alegia | Beach Blanket Bingo  | 1965 | M | 34 | M
Alesandro | Alegre | Blood for the Muse  | 2001 | V | 16 | M
Alfredo | Alegre | Doña Bárbara  | 1998 | M |  | M
Francisco | Alegre | Camisa de la serpiente, La  | 1996 | M | 23 | M
Gaúcho | Alegre | Filha de Iemanjá, A  | 1981 | M |  | M
Gaúcho | Alegre | Tropeiro Velho  | 1979 | M |  | M
Juan Carlos | Alegre | Gimlet  | 1995 | M | 12 | M
Juan Carlos | Alegre | No habrá más penas ni olvido  | 1983 | M |  | M
Luis | Alegre | Airbag  | 1997 | M | 40 | M
Luis | Alegre | Obra maestra  | 2000 | M |  | M
Luis | Alegre | ¿Quieres que te lo cuente?  | 1998 | M |  | M
Manuel | Alegre | Nascido em 1900  | 1997 | TV |  | M
Nicanor | Alegre | Desembarco los 33 orientales, El  | 1952 | M |  | M
Oscar | Alegre | Adela  | 2000 | M |  | M
Oscar | Alegre | Buena vida delivery  | 2004 | M |  | M
Oscar | Alegre | Cruz del sur, La  | 2003 | M | 6 | M
Oscar | Alegre | Diario para un cuento  | 1998 | M | 18 | M
Oscar | Alegre | Diarios de motocicleta  | 2004 | M | 23 | M
Oscar | Alegre | Dónde y cómo Oliveira perdió a Achala  | 1995 | M | 2 | M
Oscar | Alegre | Fuga, La  | 2001 | M | 12 | M
Oscar | Alegre | Herencia  | 2001 | M |  | M
Oscar | Alegre | Mala época  | 1998 | M |  | M
Oscar | Alegre | Noche con Sabrina Love, Una  | 2000 | M |  | M
Oscar | Alegre | Nostalgia en la mesa 8  | 1999 | M | 1 | M
Oscar | Alegre | Próxima salida  | 2004 | M |  | M
Oscar | Alegre | Sol de otoño  | 1996 | M | 10 | M
Oscar | Alegre | Sombra, La  | 2002 | M | 2 | M
Oscar | Alegre | Tocá para mí  | 2001 | M | 9 | M
Oscar | Alegre | Vida por Perón, La  | 2004 | M |  | M
Oscar | Alegre | "Franco Buenaventura, el profe"  | 2002 | M | 20 | M
Oscar | Alegre | "Soy gitano"  | 2003 | M |  | M
Oscar | Alegre | "Yago, pasión morena"  | 2001 | M | 14 | M
Paco | Alegre | Tabarka  | 1996 | M |  | M
Silvino | Alegre | Réquiem por un soldado  | 2002 | M |  | M
Leopoldo | Alegret | Mátame  | 1920 | M |  | M
 | Alegria | Bonitinha Mas Ordinária  | 1963 | M |  | M
 | Alegria | Chegou a Hora, Camaradas!  | 1969 | M | 17 | M
 | Alegria | Gostosa da Gafieira, A  | 1981 | M |  | M
 | Alegria | Samba em Brasília  | 1961 | M |  | M
 | Alegria | Uma Mulata Para Todos  | 1975 | M |  | M
 | Alegria | "Duas Vidas"  | 1976 | M |  | M
Eric | Alegria | El Chupacabra  | 2003 | V | 1 | M
Julio | Alegria | Jarri puter  | 2003 | M |  | M
Lou | Alegria | Callback  | 2002 | M | 2 | M
Octavio | Alegria | Cirque du Soleil: Varekai  | 2003 | TV |  | M
Silvestre | Alegrim | Amor de Perdição  | 1943 | M |  | M
Silvestre | Alegrim | Canção de Lisboa, A  | 1933 | M |  | M
Silvestre | Alegrim | Fidalgos da Casa Mourisca, Os  | 1938 | M |  | M
Silvestre | Alegrim | Menina da Rádio, A  | 1944 | M | 11 | M
Silvestre | Alegrim | Pão Nosso  | 1940 | M | 6 | M
Silvestre | Alegrim | Rosa do Adro, A  | 1938 | M | 11 | M
Silvestre | Alegrim | Severa, A  | 1931 | M | 5 | M
Silvestre | Alegrim | Varanda dos Rouxinóis  | 1939 | M | 8 | M
Silvestre | Alegrim | Vizinha do Lado, A  | 1945 | M |  | M
Arturo | Alegro | Arriba el telón  | 1989 | M |  | M
Arturo | Alegro | Calzonzin Inspector  | 1973 | M |  | M
Arturo | Alegro | Canoa  | 1975 | M |  | M
Arturo | Alegro | Canto de la cigarra, El  | 1980 | M | 9 | M
Arturo | Alegro | Carrera del millon, La  | 1971 | M | 7 | M
Arturo | Alegro | Como fui a enamorarme de ti  | 1991 | M | 4 | M
Arturo | Alegro | Cándido Pérez, especialista en señoras  | 1991 | M | 15 | M
Arturo | Alegro | Divinas palabras  | 1977 | M | 11 | M
Arturo | Alegro | Ensayos  | 1978 | M |  | M
Arturo | Alegro | Gavilán o paloma  | 1985 | M | 5 | M
Arturo | Alegro | Granujas decentes, Unos  | 1980 | M |  | M
Arturo | Alegro | Juventud desnuda  | 1971 | M | 7 | M
Arturo | Alegro | Mala leche  | 1991 | M |  | M
Arturo | Alegro | Metiche, La  | 1990 | M |  | M
Arturo | Alegro | Mexicano ¡Tú puedes!  | 1985 | M |  | M
Arturo | Alegro | Murieron a la mitad del rio  | 1986 | M | 9 | M
Arturo | Alegro | Nadie te querrá como yo  | 1972 | M | 19 | M
Arturo | Alegro | Pandilla infernal, La  | 1987 | M | 6 | M
Arturo | Alegro | Pilas calientes  | 1989 | M |  | M
Arturo | Alegro | Playback  | 1992 | M |  | M
Arturo | Alegro | Plaza de Puerto Santo, La  | 1978 | M | 18 | M
Arturo | Alegro | Polícia de narcóticos  | 1986 | M | 8 | M
Arturo | Alegro | Quelite, El  | 1970 | M | 33 | M
Arturo | Alegro | Reina de la noche, La  | 1994 | M | 6 | M
Arturo | Alegro | Rey, El  | 1975 | M | 19 | M
Arturo | Alegro | Sin salida  | 1971 | M | 19 | M
Arturo | Alegro | Taquito de ojo  | 1988 | M | 28 | M
Arturo | Alegro | Triunfadores, Los  | 1978 | M |  | M
Arturo | Alegro | Vai Trabalhar, Vagabundo II  | 1991 | M |  | M
Arturo | Alegro | Ya somos hombres  | 1970 | M | 5 | M
Arturo | Alegro | ¿Puede hablar un poco más alto por favor?  | 1991 | M |  | M
Arturo | Alegro | Águila descalza, El  | 1969 | M | 39 | M
Arturo | Alegro | "Gabriel y Gabriela"  | 1982 | M |  | M
Arturo | Alegro | "Luz y sombra"  | 1989 | M |  | M
Arturo | Alegro | "Mi pequeña Soledad"  | 1990 | M |  | M
Arturo | Alegro | "Muchachitas"  | 1991 | M | 18 | M
Arturo | Alegro | "Sí, mi amor"  | 1984 | M |  | M
Arturo | Alegro | "Toda una vida"  | 1981 | M |  | M
Alfredo | Alegría | Don raton y don ratero  | 1983 | M | 9 | M
Alfredo | Alegría | Estos locos, locos estudiantes  | 1984 | M | 2 | M
Alfredo | Alegría | Nosotros los pelados  | 1984 | M | 21 | M
Alfredo | Alegría | Pasiones de sor Juana, Las  | 2004 | M | 8 | M
Alfredo | Alegría | Revancha de mujer  | 1995 | a | 12 | M
Alfredo | Alegría | "Agujetas de color de rosa"  | 1994 | M |  | M
Alfredo | Alegría | "Aventuras de Lenguardo, Las"  | 1985 | M |  | M
Alfredo | Alegría | "Cachún cachún ra ra!"  | 1981 | M |  | M
Alfredo | Alegría | "Fiera, La"  | 1983 | M |  | M
Alfredo | Alegría | "Pícara soñadora, La"  | 1991 | M | 14 | M
Alonso | Alegría | No se lo digas a nadie  | 1998 | M | 16 | M
Alonso | Alegría | Proof of Life  | 2000 | M | 44 | M
Antonio | Alegría | Aniversario del fallecimiento de la suegra de Enhart, El  | 1912 | M |  | M
Antonio | Alegría | Circo trágico, El  | 1939 | M |  | M
Arturo | Alegría | Delincuente  | 1984 | M |  | M
Arturo | Alegría | Pura, La  | 1994 | M | 11 | M
Zenón | Alegría | Bajo dos banderas  | 1926 | M |  | M
Manolo | Alegrías | Niña del patio, La  | 1967 | a | 15 | M
 | Alehsandram | 101 Men  | 1998 | V |  | M
Mahmood | Alei | Under Two Flags  | 1936 | M |  | M
Zahl | Aleimi | Yadon ilaheyya  | 2002 | M |  | M
Arunas | Aleinikovas | Patinoire, La  | 1998 | M |  | M
Sam | Alejan | Soviet Strike  | 1996 | VG | 20 | M
Sam | Alejan | Volcano  | 1997 | M | 65 | M
Sam | Alejan | What Can I Do?  | 1994 | M |  | M
Alberto | Alejandrino | Associate, The  | 1996 | M | 53 | M
Alberto | Alejandrino | Bad  | 1987 | V |  | M
Alberto | Alejandrino | It's Pat  | 1994 | M | 24 | M
Mike | Alejandrino | Nine Deaths of the Ninja  | 1985 | M | 37 | M
 | Alejandro (I) | Casting de maduras  | 2001 | V | 6 | M
 | Alejandro (II) | "Paradise Hotel"  | 2003 | M |  | M
 | Alejandro (III) | Copsuckers: Parole Officer Perez 3  | 2004 | V |  | M
 | Alejandro (III) | Parole Officer Perez  | 2001 | V |  | M
 | Alejandro (III) | Parole Officer Perez 2  | 2003 | V |  | M
Angel | Alejandro | In My Corner  | 1998 | M |  | M
Brayam | Alejandro | "Vivan los niños"  | 2002 | M |  | M
César | Alejandro | Amarrador, El  | 1991 | M | 4 | M
César | Alejandro | Chicago, pandillas salvajes  | 1991 | M | 5 | M
César | Alejandro | Chicago, pandillas salvajes II  | 1991 | M | 4 | M
César | Alejandro | Deadly Law  | 1995 | M |  | M
César | Alejandro | Down for the Barrio  | 1997 | M |  | M
César | Alejandro | Lotería mortal  | 1997 | M | 2 | M
César | Alejandro | Martir de Mexicali  | 1991 | M | 9 | M
César | Alejandro | Muerte en Tijuana  | 1992 | M |  | M
César | Alejandro | Persecución  | 1998 | M |  | M
César | Alejandro | Ranger II: El narcotunel  | 1993 | M | 3 | M
César | Alejandro | Ranger: Muerte in Texas  | 1993 | TV | 3 | M
César | Alejandro | Without Limit  | 1995 | M |  | M
César | Alejandro | Último cartucho, El  | 1999 | M |  | M
Edesio | Alejandro | Culpa  | 1993 | M | 5 | M
Freddie | Alejandro | Illegal Entry: Formula for Fear  | 1993 | M | 30 | M
Jorge | Alejandro | A garrote limpio  | 1989 | M |  | M
Jorge | Alejandro | Ambiciones que matan  | 1991 | M | 4 | M
Jorge | Alejandro | Chácharas, El  | 1989 | M | 16 | M
Jorge | Alejandro | Metiche, La  | 1990 | M |  | M
Jorge | Alejandro | Vampiro, guerrero de la noche  | 1993 | M |  | M
Jorge | Alejandro | "Gran carnal 2, El"  | 2002 | M |  | M
Jorge | Alejandro | "Gran Carnal: Los fenómenos"  | 2002 | M | 7 | M
Jorge | Alejandro | "Otro rollo con: Adal Ramones"  | 1995 | M | 8 | M
Julio (I) | Alejandro | Damiana  | 1978 | M | 5 | M
Julio (I) | Alejandro | Náufrago de la Calle Providencia, El  | 1970 | M |  | M
Julio (III) | Alejandro | Canoa  | 1975 | M |  | M
Julio (III) | Alejandro | Guerra santa, La  | 1979 | M | 33 | M
Julio (III) | Alejandro | Lectura en silencio  | 1970 | M |  | M
Kevin | Alejandro | Purgatory Flats  | 2002 | M | 8 | M
Kevin | Alejandro | Truth and Dare  | 2003 | M | 5 | M
Kevin | Alejandro | "Young and the Restless, The"  | 1973 | M |  | M
Mac | Alejandro | Gusto ko sa lalaki, Ang  | 2000 | a |  | M
Mac | Alejandro | Radyo  | 2001 | M |  | M
Manuel | Alejandro | Rafael en Raphael  | 1975 | M | 4 | M
Maximillian | Alejandro | 30th Annual Daytime Emmy Awards, The  | 2003 | TV |  | M
Maximillian | Alejandro | Daytime's Greatest Weddings  | 2004 | V |  | M
Maximillian | Alejandro | Fusion  | 1997 | TV |  | M
Maximillian | Alejandro | Hairless  | 2004/I | M |  | M
Maximillian | Alejandro | Vatos  | 2002 | a | 2 | M
Maximillian | Alejandro | "All My Children"  | 1970 | a |  | M
Maximillian | Alejandro | "Protagonistas de novela"  | 2002 | M |  | M
Miguel | Alejandro | Badge 373  | 1973 | M |  | M
Miguel | Alejandro | Last Valley, The  | 1971 | M | 9 | M
Miguel | Alejandro | Popi  | 1969 | M | 3 | M
Miguel | Alejandro | Yuma  | 1971 | TV | 11 | M
Oliver | Alejandro | De la calle  | 2001 | M | 32 | M
Robert | Alejandro | "Probe Team, The"  | 1989 | M |  | M
Romano | Alejandro | Cuentas claras  | 1999 | M | 17 | M
Óscar | Alejandro | Playa prohibida  | 1985 | M | 4 | M
Óscar | Alejandro | Reencuentros  | 1996 | M | 32 | M
Óscar | Alejandro | Sombra del Tunco, La  | 1990 | a | 10 | M
Jojo | Alejar | inter.m@tes  | 2004 | M | 6 | M
Jojo | Alejar | Sonny Boy, Public Enemy Number 1 of Cebu City  | 1992 | M |  | M
Jojo | Alejar | "That's Entertainment"  | 1985 | M |  | M
Toby | Alejar | Amang Capulong - Anak ng Tondo II  | 1992 | M |  | M
Toby | Alejar | Dear Diary  | 1989 | M |  | M
Toby | Alejar | Ex-Con  | 2000 | M |  | M
Toby | Alejar | Machete  | ???? | M | 6 | M
Toby | Alejar | Magdalena S. Palacol Story  | ???? | M |  | M
Toby | Alejar | Sana'y laging magkapiling  | ???? | M |  | M
Toby | Alejar | Z-Man  | 1988 | M |  | M
Toby | Alejar | "Anna Karenina"  | 1996 | M |  | M
Toby | Alejar | "It Might Be You"  | 2003 | M | 27 | M
Pyotr | Alejnikov | Aleksandr Parkhomenko  | 1942 | M | 2 | M
Pyotr | Alejnikov | Bolshaya zemlya  | 1944 | M | 3 | M
Pyotr | Alejnikov | Bolshaya zhizn (1-ya seriya)  | 1940 | M |  | M
Pyotr | Alejnikov | Bolshaya zhizn (2-ya seriya)  | 1958 | M |  | M
Pyotr | Alejnikov | Boyevoj kinosbornik 8  | 1942 | M |  | M
Pyotr | Alejnikov | Budni i prazdniki  | 1961 | M | 13 | M
Pyotr | Alejnikov | Donetskiye shakhtyory  | 1950 | M | 15 | M
Pyotr | Alejnikov | Dragotsennyye zyorna  | 1948 | M | 7 | M
Pyotr | Alejnikov | Glinka  | 1946 | a | 9 | M
Pyotr | Alejnikov | Komediya davno minuvshikh dnej  | 1980 | archiv |  | M
Pyotr | Alejnikov | Komsomolsk  | 1938 | M |  | M
